Name	COUNT	SUM(Wall Duration)	SUM(Self Duration)	AVG(Wall Duration)
androidx.appcompat.widget.ViewStubCompat	11	686768	686768	62433.454545454544
com.scwang.smart.refresh.layout.SmartRefreshLayout	3	686355	686355	228785
res/xpl.png	1	685938	636147	685938
res/B0Y.png	1	673906	655313	673906
VerifyClass io.flutter.plugin.text.ProcessTextPlugin	1	666770	666770	666770
res/CQt.png	1	660729	548385	660729
res/QmO.webp	1	659740	635677	659740
VerifyClass com.android.org.conscrypt.SSLParametersImpl	1	657031	657031	657031
res/BBM.png	1	656459	634480	656459
res/nX9.png	1	654219	630885	654219
Lock contention on a monitor lock (owner tid: 27883)	1	649219	649219	649219
res/AwD.png	1	646615	623594	646615
res/QFX.png	1	645469	628542	645469
AssetManager::OpenXmlAsset(res/color/highlighted_text_material.xml)	5	635313	635313	127062.6
res/cnc.png	1	624479	605781	624479
res/FUX.webp	1	617292	586147	617292
res/pE2.png	1	616354	549583	616354
VerifyClass androidx.activity.ComponentDialog	1	608646	605417	608646
AssetManager::OpenXmlAsset(res/Mtw.xml)	9	598383	598383	66487
VectorDrawable#inflate	3	592187	592187	197395.66666666666
res/MrX.png	1	590052	570937	590052
com.ovopark.floor.lib_home_data_floor.homeV2View.CircularPercentAreaView	1	570364	570364	570364
Lock contention on thread list lock (owner tid: 0)	2	568593	568593	284296.5
com.ovopark.widget.StateView	4	561926	561926	140481.5
res/CSv.png	1	559427	539947	559427
res/4Hf.png	1	553333	527292	553333
res/drawable/progress_indeterminate_horizontal_material.xml	1	547448	180729	547448
res/dcE.png	1	546354	526614	546354
res/qZX.png	1	544219	520312	544219
res/dAl.webp	1	544010	525208	544010
res/x0m.webp	1	543854	528021	543854
com.ovopark.widget.ExpandIconView	5	542552	542552	108510.4
com.scwang.smart.refresh.header.MaterialHeader	2	542396	542396	271198
res/Jxz.webp	1	537240	478907	537240
VerifyClass androidx.core.os.LocaleListCompat	1	532656	532656	532656
res/drawable/scrollbar_handle_material.xml	1	525156	168854	525156
res/Qv4.webp	1	524844	509114	524844
VerifyClass com.android.org.conscrypt.SSLUtils	1	521355	521355	521355
res/tYI.png	1	514427	492552	514427
VerifyClass io.flutter.embedding.engine.systemchannels.BackGestureChannel	1	512552	512552	512552
res/3yZ.webp	1	511666	494530	511666
VerifyClass com.ovopark.lib_utils.NavigationBarHeightHelper	1	504427	504427	504427
com.ovopark.widget.MarqueeTextView	1	498490	498490	498490
AssetManager::OpenXmlAsset(res/RHk.xml)	10	491926	491926	49192.6
res/KDW.webp	1	490677	473021	490677
AssetManager::OpenXmlAsset(res/rYf.xml)	11	482344	482344	43849.454545454544
res/NKN.png	1	476927	448125	476927
AssetManager::OpenXmlAsset(res/layout/screen_simple_overlay_action_mode.xml)	9	476355	476355	52928.333333333336
DartMessenger#handleMessageFromDart on flutter/platform	10	475157	475157	47515.7
AssetManager::OpenXmlAsset(res/hqB.xml)	1	460781	460781	460781
Fixup imt	1	459687	459687	459687
WebViewChromiumAwInit.finishVariationsInitLocked	1	458907	458907	458907
setupGraphicsSupport	1	457031	181303	457031
res/wsQ.png	1	453177	420156	453177
res/lqR.webp	1	447812	430468	447812
ReadVMSnapshot	1	442864	313853	442864
input	10	442862	442862	44286.2
AssetManager::OpenXmlAsset(res/transition/move.xml)	4	434948	434948	108737
VerifyClass com.ovopark.lib_utils.ScreenUtils$Companion	1	431094	431094	431094
res/e9-.png	1	426614	390573	426614
VerifyClass okhttp3.internal.platform.android.ConscryptSocketAdapter	1	424323	424323	424323
res/61c.webp	1	419687	399427	419687
res/gwG.png	1	413698	394427	413698
res/QB8.webp	1	409479	387968	409479
VerifyClass com.android.org.conscrypt.AbstractSessionContext	1	409063	409063	409063
res/B8s.webp	1	409062	384844	409062
res/fEb.png	1	408854	389322	408854
res/P1T.webp	1	404687	390051	404687
AwDataDirLock.lock	1	401146	401146	401146
res/4Yj.png	1	399635	375312	399635
res/drawable/progress_horizontal_material.xml	1	391979	241511	391979
AwSafeBrowsingConfigHelper.getAppOptInPreference	1	388229	113958	388229
hintActivityLaunch	2	381094	381094	190547
Lock contention on allocation space lock (owner tid: 27923)	1	379948	379948	379948
WebViewChromiumFactoryProvider.insideCreateWebViewContentsClientAdapter	2	374114	251354	187057
res/bO_.xml	1	371875	167032	371875
com.kedacom.ovopark.widgets.BottomSheetRecycleview	2	369114	369114	184557
res/8eW.png	1	360468	345520	360468
res/FFT.xml	1	359011	158803	359011
res/TLh.webp	1	358906	342552	358906
VerifyClass com.android.org.conscrypt.KeyManagerImpl	1	358438	358438	358438
AssetManager::OpenXmlAsset(res/drawable/scrollbar_handle_material.xml)	1	356302	356302	356302
res/6SR.png	1	353854	332709	353854
AssetManager::OpenXmlAsset(res/x5k.xml)	4	352552	352552	88138
VerifyClass com.android.org.conscrypt.OpenSSLContextImpl	1	345469	345469	345469
res/r_W.webp	1	345209	324584	345209
WindowAndroidWrapper.constructor	1	338125	338125	338125
res/DYM.webp	1	336458	318125	336458
res/KJ1.xml	1	331042	133334	331042
VerifyClass okhttp3.internal.platform.android.BouncyCastleSocketAdapter	1	330312	330312	330312
res/IlY.png	1	330208	301406	330208
res/drawable/vector_drawable_progress_indeterminate_horizontal.xml	1	325417	83593	325417
Lock contention on thread list lock (owner tid: 28043)	1	324167	324167	324167
Lock contention on InternTable lock (owner tid: 27988)	16	322032	322032	20127
RV OnBindView	11	320884	320884	29171.272727272728
res/Elo.png	1	315625	298750	315625
res/FYX.png	1	314480	295939	314480
PlatformServiceBirdgeImpl.canUseGmsInternal	1	313750	155728	313750
res/UsK.png	1	312291	290624	312291
res/5eN.webp	1	312291	296927	312291
res/xRV.png	1	312188	295209	312188
AssetManager::GetResourceConfigurations	2	309532	309532	154766
AssetManager::OpenXmlAsset(res/iQi.xml)	3	308593	308593	102864.33333333333
res/jne.webp	1	307760	291301	307760
res/rC8.webp	1	306146	280626	306146
res/ZLP.png	1	304791	281770	304791
AssetManager::OpenXmlAsset(res/transition/fade.xml)	4	302917	302917	75729.25
res/0Qs.webp	1	300365	280990	300365
res/color/hint_foreground_material_light.xml	3	300364	132916	100121.33333333333
res/MoN.png	1	299687	283072	299687
res/UbI.png	1	297031	255469	297031
DartMessenger#send on dev.flutter.pigeon.FlutterRouterApi.sendEventToFlutter	5	295833	295833	59166.6
res/Klx.png	1	295417	272553	295417
Lock contention on runtime shutdown lock (owner tid: 27882)	1	289792	289792	289792
EmojiCompatInitializer	1	289271	289271	289271
res/color/text_color_secondary.xml	1	288958	64843	288958
res/-wt.png	1	288854	271666	288854
VerifyClass com.ovopark.ui.base.mvp.BaseMvpActivity	1	286511	286511	286511
res/8Nr.png	1	284739	264791	284739
res/zpv.xml	1	283333	183698	283333
computePaletteForMiui	19	282556	282556	14871.368421052632
monitor contention with owner pool-10-thread-1 (28039) at boolean android.os.BinderProxy.transactNative(int, android.os.Parcel, android.os.Parcel, int)(BinderProxy.java:-2) waiters=0 blocking from java.io.File android.app.ContextImpl.getFilesDir()(ContextImpl.java:687)	1	282448	282448	282448
res/pny.png	1	281355	260886	281355
res/E0S.webp	1	281094	262239	281094
res/T1B.xml	1	279740	214584	279740
com.ovopark.widget.NoScrollViewPager	1	279479	279479	279479
res/VKl.png	1	279167	258542	279167
res/8Yq.xml	1	279167	227397	279167
VerifyClass com.kedacom.ovopark.widgets.BottomPendingGroupDialog$initDialog$1	1	277917	277917	277917
res/-0m.png	1	274792	254636	274792
AssetManager::OpenXmlAsset(res/DoI.xml)	1	272552	272552	272552
res/Vmv.png	1	272239	256301	272239
res/tEQ.webp	1	272187	255208	272187
res/UJL.webp	1	269114	253281	269114
res/WY8.png	1	268854	249688	268854
Fixup fields	1	268750	268750	268750
res/whs.xml	1	265365	161511	265365
res/drawable/ic_ab_back_material.xml	1	264219	78907	264219
res/8ew.png	1	263334	247136	263334
res/bog.png	1	262761	246667	262761
res/5v5.png	1	261614	244635	261614
res/LC-.png	1	260052	242500	260052
com.ovopark.widget.DragView	1	259010	259010	259010
DartMessenger#handleMessageFromDart on flutter/navigation	2	258697	258697	129348.5
AssetManager::OpenXmlAsset(res/7zS.xml)	2	255416	255416	127708
DartExecutor#executeDartEntrypoint	1	254584	254584	254584
AssetManager::OpenXmlAsset(res/25d.xml)	2	254479	254479	127239.5
res/aBT.xml	1	254427	165677	254427
res/21F.png	1	253333	235572	253333
res/0lG.png	1	250260	232499	250260
AssetManager::OpenXmlAsset(res/Vmg.xml)	3	249062	249062	83020.66666666667
res/23o.png	1	248177	231145	248177
res/J97.png	1	247969	230730	247969
VerifyClass okhttp3.internal.platform.android.Android10SocketAdapter	1	247864	247864	247864
Setup proxies	1	247604	119167	247604
VerifyClass androidx.appcompat.app.AppCompatDialog	1	243750	243750	243750
res/Hnp.xml	1	242604	141718	242604
notifyContentCapture(START) for {com.kedacom.ovopark/com.kedacom.ovopark.ui.SplashActivity}	1	238125	238125	238125
res/RMT.png	1	236198	217188	236198
res/s2H.png	1	235625	218386	235625
res/U_t.xml	1	234115	155157	234115
initializeJavaContextClassLoader	1	230625	60364	230625
res/oZw.png	1	230052	206198	230052
VerifyClass com.android.org.conscrypt.ClientSessionContext	1	228646	228646	228646
res/FPA.xml	1	224844	129896	224844
AssetManager::OpenXmlAsset(res/color/text_color_secondary.xml)	1	224115	224115	224115
res/xMf.xml	1	224114	135311	224114
res/guv.png	1	222500	204062	222500
res/-oe.xml	1	220885	131145	220885
res/y1j.xml	1	220781	128854	220781
VerifyClass com.android.org.conscrypt.OpenSSLSocketFactoryImpl	1	219740	219740	219740
res/nez.png	1	218646	201823	218646
res/drawable/dialog_background_material.xml	1	217761	139793	217761
EmojiCompat.EmojiCompatInitializer.run	1	216354	216354	216354
res/Qn5.xml	1	215365	168647	215365
res/90U.xml	1	214323	124062	214323
res/sQT.xml	1	213177	170312	213177
res/d5V.xml	1	213073	121876	213073
res/ZDB.png	1	210625	182552	210625
res/drawable-xhdpi-v4/editbox_dropdown_background_dark.9.png	1	205573	161458	205573
AssetManager::OpenXmlAsset(res/bO_.xml)	1	204843	204843	204843
res/0v_.xml	1	204583	122604	204583
res/color/text_color_primary.xml	2	204271	109115	102135.5
res/3c6.xml	1	202343	109895	202343
Run checkpoint function	15	201407	199428	13427.133333333333
AssetManager::OpenXmlAsset(res/FFT.xml)	1	200208	200208	200208
res/Gs2.xml	1	198854	137083	198854
res/Hr7.png	1	198125	182605	198125
res/2xc.xml	1	197969	108542	197969
res/esV.xml	1	197864	145572	197864
AssetManager::OpenXmlAsset(res/KJ1.xml)	1	197708	197708	197708
FlutterEngineConnectionRegistry#add FlutterBoostPlugin	1	196198	196198	196198
AssetManager::OpenXmlAsset(res/Noi.xml)	1	196146	196146	196146
res/dz9.xml	1	195156	117969	195156
AssetManager::OpenNonAssetFd(assets/stored-locales/zh-CN.pak)	4	188177	188177	47044.25
AssetManager::OpenXmlAsset(res/9qS.xml)	1	186146	186146	186146
res/N1z.xml	1	184531	108541	184531
res/pM-1.xml	1	184167	139636	184167
VerifyClass com.android.org.conscrypt.KeyManagerFactoryImpl	1	179584	179584	179584
AutofillProviderImpl.constructor	2	179010	179010	89505
Open dex file /system/product/app/TrichromeLibrary/TrichromeLibrary.apk	1	178386	5157	178386
Lock contention on runtime shutdown lock (owner tid: 27991)	1	178125	178125	178125
AssetManager::OpenXmlAsset(res/Bpp.xml)	1	175937	175937	175937
res/LUV.xml	1	175416	132447	175416
res/9mQ.xml	1	173750	105520	173750
Dex file open Zip /system/product/app/TrichromeLibrary/TrichromeLibrary.apk	1	173229	90417	173229
res/xzV.xml	1	173177	92865	173177
res/Wc9.xml	1	170365	123230	170365
AssetManager::OpenXmlAsset(res/color/hint_foreground_material_light.xml)	3	167448	167448	55816
VerifyClass com.android.org.conscrypt.TrustedCertificateStore$PreloadHolder	1	167188	167188	167188
AssetManager::OpenXmlAsset(res/Q2h.xml)	1	166042	166042	166042
providerRemove	1	165938	165938	165938
Lock contention on runtime shutdown lock (owner tid: 28229)	1	165521	165521	165521
res/Q0Q.xml	1	164427	112083	164427
AssetManager::OpenXmlAsset(res/doP.xml)	1	164427	164427	164427
res/gD5.xml	1	162917	122136	162917
AssetManager::OpenXmlAsset(res/GGY.xml)	2	162917	162917	81458.5
FlutterEngineConnectionRegistry#add PathProviderPlugin	1	161979	161979	161979
androidx.appcompat.widget.LinearLayoutCompat	1	161510	161510	161510
AssetManager::OpenXmlAsset(res/4Na.xml)	1	161355	161355	161355
AssetManager::OpenXmlAsset(res/cct.xml)	1	161198	161198	161198
res/BaF.xml	1	160104	119843	160104
res/xhQ.xml	1	159010	110781	159010
AssetManager::OpenXmlAsset(res/gmV.xml)	1	157187	157187	157187
AssetManager::OpenXmlAsset(res/CAy.xml)	1	156458	156458	156458
res/s1A.xml	1	150469	98021	150469
res/-yG.xml	1	150469	96823	150469
LoadApkAssets(/data/resource-cache/vendor@overlay@GestureLineOverlay.apk@idmap)	1	148073	123125	148073
chooseDriver	1	143229	65521	143229
AssetManager::OpenXmlAsset(res/c6G.xml)	1	141406	141406	141406
AssetManager::OpenXmlAsset(res/01S.xml)	1	139792	139792	139792
res/H3j.xml	1	137031	86302	137031
topResumedActivityChangeItem	3	136874	136874	45624.666666666664
AssetManager::OpenXmlAsset(res/T8W.xml)	1	136719	136719	136719
AssetManager::OpenXmlAsset(res/Y7N.xml)	1	136094	136094	136094
NetworkSecurityConfigProvider.install	1	135052	135052	135052
AssetManager::OpenXmlAsset(res/oX8.xml)	1	134375	134375	134375
Lock contention on ClassLinker classes lock (owner tid: 27994)	1	133803	133803	133803
com.youth.banner.view.BannerViewPager	1	130782	130782	130782
AssetManager::OpenXmlAsset(res/P53.xml)	1	128750	128750	128750
res/0vH.xml	1	127760	80833	127760
AssetManager::OpenXmlAsset(res/khq.xml)	2	126562	126562	63281
AssetManager::OpenAsset(com.kedacom.ovopark.properties)	1	125104	125104	125104
AssetManager::OpenXmlAsset(res/vGb.xml)	2	124375	124375	62187.5
RegisterDexFile /system/product/app/WebViewGoogle/WebViewGoogle.apk	1	124323	124323	124323
AssetManager::OpenXmlAsset(res/P79.xml)	1	124011	124011	124011
com.ovopark.widget.CommonDragView	1	124010	124010	124010
AssetManager::OpenXmlAsset(res/MsJ.xml)	1	123958	123958	123958
AssetManager::OpenXmlAsset(res/JOj.xml)	1	120782	120782	120782
AssetManager::OpenXmlAsset(res/interpolator/fast_out_slow_in.xml)	1	119896	119896	119896
FlutterEngineConnectionRegistry#add VideoPlayerPlugin	1	117500	117500	117500
AssetManager::OpenXmlAsset(res/Lth.xml)	1	117500	117500	117500
androidx.appcompat.widget.FitWindowsFrameLayout	1	117395	117395	117395
Lock contention on ClassLinker classes lock (owner tid: 28099)	1	116667	116667	116667
res/dgy.xml	1	113698	68802	113698
VerifyClass com.ovopark.widget.dialog.CommonBottomSheetDialog	1	112917	112917	112917
AssetManager::OpenXmlAsset(res/zSR.xml)	1	112344	112344	112344
AssetManager::OpenNonAsset(res/CQt.png)	1	112344	112344	112344
AssetManager::OpenXmlAsset(res/CZY.xml)	1	111927	111927	111927
VerifyClass okhttp3.internal.platform.android.ConscryptSocketAdapter$Companion$factory$1	1	111354	111354	111354
AssetManager::OpenNonAssetFd(assets/snapshot_blob_32.bin)	1	111093	111093	111093
AssetManager::OpenXmlAsset(res/sw-.xml)	1	110833	110833	110833
AssetManager::OpenXmlAsset(res/8GD.xml)	1	110677	110677	110677
FlutterEngineConnectionRegistry#add DeviceInfoPlusPlugin	1	110625	110625	110625
Fixup intern table	1	109531	109531	109531
AssetManager::OpenXmlAsset(res/s4i.xml)	1	109427	109427	109427
AssetManager::OpenXmlAsset(res/v3Z.xml)	1	109167	109167	109167
AssetManager::OpenXmlAsset(res/1I8.xml)	1	108125	108125	108125
